CMDLINE D:\Wrishav\floorOverlay\.venv\Scripts\python.exe .\app.py
MEM 6.664062 1750936574.0816
MEM 6.664062 1750936574.1824
MEM 6.664062 1750936574.2833
MEM 6.664062 1750936574.3840
MEM 6.664062 1750936574.4845
MEM 6.664062 1750936574.5849
MEM 6.664062 1750936574.6858
MEM 6.664062 1750936574.7864
MEM 6.664062 1750936574.8872
MEM 6.664062 1750936574.9881
MEM 6.664062 1750936575.1306
MEM 6.664062 1750936575.2428
MEM 6.664062 1750936575.3502
MEM 6.664062 1750936575.4544
MEM 6.664062 1750936575.5555
MEM 6.664062 1750936575.6559
MEM 6.664062 1750936575.7568
MEM 6.664062 1750936575.8573
MEM 6.664062 1750936575.9580
MEM 6.664062 1750936576.0588
MEM 6.664062 1750936576.1594
MEM 6.664062 1750936576.2599
MEM 6.664062 1750936576.3605
MEM 6.664062 1750936576.4612
MEM 6.664062 1750936576.5617
MEM 6.664062 1750936576.6625
MEM 6.664062 1750936576.7630
MEM 6.664062 1750936576.8638
MEM 6.664062 1750936576.9648
MEM 6.664062 1750936577.0658
MEM 6.664062 1750936577.1664
MEM 6.664062 1750936577.2674
MEM 6.664062 1750936577.3682
MEM 6.664062 1750936577.4691
MEM 6.664062 1750936577.5696
MEM 6.664062 1750936577.6708
MEM 6.664062 1750936577.7715
MEM 6.664062 1750936577.8721
MEM 6.664062 1750936577.9730
MEM 6.664062 1750936578.0738
MEM 6.664062 1750936578.1745
MEM 6.664062 1750936578.2756
MEM 6.664062 1750936578.3763
MEM 6.664062 1750936578.4777
MEM 6.664062 1750936578.5785
MEM 6.664062 1750936578.6792
MEM 6.664062 1750936578.7796
MEM 6.664062 1750936578.8804
MEM 6.664062 1750936578.9811
MEM 6.664062 1750936579.0819
MEM 6.664062 1750936579.1826
MEM 6.664062 1750936579.2832
MEM 6.664062 1750936579.3842
MEM 6.664062 1750936579.4850
MEM 6.664062 1750936579.5856
MEM 6.664062 1750936579.6861
MEM 6.664062 1750936579.7870
MEM 6.664062 1750936579.8876
MEM 6.664062 1750936579.9883
MEM 6.664062 1750936580.0890
MEM 6.664062 1750936580.1897
MEM 6.664062 1750936580.2904
MEM 6.664062 1750936580.3911
MEM 6.664062 1750936580.4918
MEM 6.664062 1750936580.5922
MEM 6.664062 1750936580.6931
MEM 6.664062 1750936580.7939
MEM 6.664062 1750936580.8948
MEM 6.664062 1750936580.9956
MEM 6.664062 1750936581.0962
MEM 6.664062 1750936581.1972
MEM 6.664062 1750936581.2978
MEM 6.664062 1750936581.3986
MEM 6.664062 1750936581.4993
MEM 6.664062 1750936581.6000
MEM 6.664062 1750936581.7006
MEM 6.664062 1750936581.8014
MEM 6.664062 1750936581.9021
MEM 6.664062 1750936582.0025
MEM 6.664062 1750936582.1034
MEM 6.664062 1750936582.2038
MEM 6.664062 1750936582.3045
MEM 6.664062 1750936582.4056
MEM 6.664062 1750936582.5061
MEM 6.664062 1750936582.6068
MEM 6.664062 1750936582.7077
MEM 6.664062 1750936582.8087
MEM 6.664062 1750936582.9095
MEM 6.664062 1750936583.0103
MEM 6.664062 1750936583.1111
MEM 6.664062 1750936583.2119
MEM 6.664062 1750936583.3126
MEM 6.664062 1750936583.4131
MEM 6.664062 1750936583.5136
MEM 6.664062 1750936583.6164
MEM 6.664062 1750936583.7168
MEM 6.664062 1750936583.8176
MEM 6.664062 1750936583.9181
MEM 6.664062 1750936584.0187
MEM 6.664062 1750936584.1192
MEM 6.664062 1750936584.2198
MEM 6.664062 1750936584.3204
MEM 6.664062 1750936584.4210
MEM 6.664062 1750936584.5215
MEM 6.664062 1750936584.6223
MEM 6.664062 1750936584.7229
MEM 6.664062 1750936584.8238
MEM 6.664062 1750936584.9243
MEM 6.664062 1750936585.0253
MEM 6.664062 1750936585.1263
MEM 6.664062 1750936585.2268
MEM 6.664062 1750936585.3273
MEM 6.664062 1750936585.4280
MEM 6.664062 1750936585.5287
MEM 6.664062 1750936585.6295
MEM 6.664062 1750936585.7304
MEM 6.664062 1750936585.8309
MEM 6.664062 1750936585.9318
MEM 6.664062 1750936586.0323
MEM 6.664062 1750936586.1329
MEM 6.664062 1750936586.2334
MEM 6.664062 1750936586.3341
MEM 6.664062 1750936586.4348
MEM 6.664062 1750936586.5357
MEM 6.664062 1750936586.6362
MEM 6.664062 1750936586.7370
MEM 6.664062 1750936586.8378
MEM 6.664062 1750936586.9386
MEM 6.664062 1750936587.0394
MEM 6.664062 1750936587.1400
MEM 6.664062 1750936587.2407
MEM 6.664062 1750936587.3414
MEM 6.664062 1750936587.4419
MEM 6.664062 1750936587.5427
MEM 6.664062 1750936587.6436
MEM 6.664062 1750936587.7440
MEM 6.664062 1750936587.8447
MEM 6.664062 1750936587.9451
MEM 6.664062 1750936588.0459
MEM 6.664062 1750936588.1466
MEM 6.664062 1750936588.2472
MEM 6.664062 1750936588.3481
MEM 6.664062 1750936588.4490
MEM 6.664062 1750936588.5497
MEM 6.664062 1750936588.6502
MEM 6.664062 1750936588.7508
MEM 6.664062 1750936588.8518
MEM 6.664062 1750936588.9525
MEM 6.664062 1750936589.0533
MEM 6.664062 1750936589.1540
MEM 6.664062 1750936589.2549
MEM 6.664062 1750936589.3556
MEM 6.664062 1750936589.4560
MEM 6.664062 1750936589.5568
MEM 6.664062 1750936589.6574
MEM 6.664062 1750936589.7579
MEM 6.664062 1750936589.8587
MEM 6.664062 1750936589.9594
MEM 6.664062 1750936590.0602
MEM 6.664062 1750936590.1607
MEM 6.664062 1750936590.2616
MEM 6.664062 1750936590.3622
MEM 6.664062 1750936590.4630
MEM 6.664062 1750936590.5639
MEM 6.664062 1750936590.6645
MEM 6.664062 1750936590.7653
MEM 6.664062 1750936590.8661
MEM 6.664062 1750936590.9671
MEM 6.664062 1750936591.0680
MEM 6.664062 1750936591.1686
MEM 6.664062 1750936591.2693
MEM 6.664062 1750936591.3700
MEM 6.664062 1750936591.4709
MEM 6.664062 1750936591.5715
MEM 6.664062 1750936591.6726
MEM 6.664062 1750936591.7731
MEM 6.664062 1750936591.8736
MEM 6.664062 1750936591.9742
MEM 6.664062 1750936592.0753
MEM 6.664062 1750936592.1759
MEM 6.664062 1750936592.2767
MEM 6.664062 1750936592.3771
MEM 6.664062 1750936592.4780
MEM 6.664062 1750936592.5785
MEM 6.664062 1750936592.6792
MEM 6.664062 1750936592.7798
MEM 6.664062 1750936592.8804
MEM 6.664062 1750936592.9814
MEM 6.664062 1750936593.0823
MEM 6.664062 1750936593.1825
MEM 6.664062 1750936593.2833
MEM 6.664062 1750936593.3839
MEM 6.664062 1750936593.4846
MEM 6.664062 1750936593.5852
MEM 6.664062 1750936593.6859
MEM 6.664062 1750936593.7866
MEM 6.664062 1750936593.8870
MEM 6.664062 1750936593.9874
MEM 6.664062 1750936594.0882
MEM 6.664062 1750936594.1888
MEM 6.664062 1750936594.2896
MEM 6.664062 1750936594.3902
MEM 6.664062 1750936594.4908
MEM 6.664062 1750936594.5916
MEM 6.664062 1750936594.6921
MEM 6.664062 1750936594.7927
MEM 6.664062 1750936594.8932
MEM 6.664062 1750936594.9937
MEM 6.664062 1750936595.0944
MEM 6.664062 1750936595.1949
MEM 6.664062 1750936595.2958
MEM 6.664062 1750936595.3965
MEM 6.664062 1750936595.4968
MEM 6.664062 1750936595.5979
MEM 6.664062 1750936595.6982
MEM 6.664062 1750936595.7986
MEM 6.664062 1750936595.8993
MEM 6.664062 1750936595.9999
MEM 6.664062 1750936596.1004
MEM 6.664062 1750936596.2016
MEM 6.664062 1750936596.3021
MEM 6.664062 1750936596.4025
MEM 6.664062 1750936596.5028
MEM 6.664062 1750936596.6036
MEM 6.664062 1750936596.7039
MEM 6.664062 1750936596.8056
MEM 6.664062 1750936596.9071
MEM 6.664062 1750936597.0076
MEM 6.664062 1750936597.1085
MEM 6.664062 1750936597.2088
MEM 6.664062 1750936597.3096
MEM 6.664062 1750936597.4103
MEM 6.664062 1750936597.5113
MEM 6.664062 1750936597.6120
MEM 6.664062 1750936597.7133
MEM 6.664062 1750936597.8141
MEM 6.664062 1750936597.9145
MEM 6.664062 1750936598.0151
MEM 6.664062 1750936598.1158
MEM 6.664062 1750936598.2170
MEM 6.664062 1750936598.3175
MEM 6.664062 1750936598.4178
MEM 6.664062 1750936598.5183
MEM 6.664062 1750936598.6228
MEM 6.664062 1750936598.7231
MEM 6.664062 1750936598.8240
MEM 6.664062 1750936598.9246
MEM 6.664062 1750936599.0250
MEM 6.664062 1750936599.1258
MEM 6.664062 1750936599.2265
MEM 6.664062 1750936599.3274
MEM 6.664062 1750936599.4280
MEM 6.664062 1750936599.5285
MEM 6.664062 1750936599.6288
MEM 6.664062 1750936599.7295
MEM 6.664062 1750936599.8301
MEM 6.664062 1750936599.9306
MEM 6.664062 1750936600.0309
MEM 6.664062 1750936600.1318
MEM 6.664062 1750936600.2324
MEM 6.664062 1750936600.3331
MEM 6.664062 1750936600.4335
MEM 6.664062 1750936600.5341
MEM 6.664062 1750936600.6349
MEM 6.664062 1750936600.7357
MEM 6.664062 1750936600.8361
MEM 6.664062 1750936600.9368
MEM 6.664062 1750936601.0377
MEM 6.664062 1750936601.1383
MEM 6.664062 1750936601.2388
MEM 6.664062 1750936601.3392
MEM 6.664062 1750936601.4400
MEM 6.664062 1750936601.5562
MEM 6.664062 1750936601.6570
MEM 6.664062 1750936601.7574
MEM 6.664062 1750936601.8579
MEM 6.664062 1750936601.9584
MEM 6.664062 1750936602.0587
MEM 6.664062 1750936602.1595
MEM 6.664062 1750936602.2598
MEM 6.664062 1750936602.3602
MEM 6.664062 1750936602.4609
MEM 6.664062 1750936602.5617
MEM 6.664062 1750936602.6626
MEM 6.664062 1750936602.7634
MEM 6.664062 1750936602.8644
MEM 6.664062 1750936602.9652
MEM 6.664062 1750936603.0658
MEM 6.664062 1750936603.1673
MEM 6.664062 1750936603.2709
MEM 6.664062 1750936603.3721
MEM 6.664062 1750936603.4726
MEM 6.664062 1750936603.5732
MEM 6.664062 1750936603.6742
MEM 6.664062 1750936603.7749
MEM 6.664062 1750936603.8755
MEM 6.664062 1750936603.9758
MEM 6.664062 1750936604.0762
MEM 6.664062 1750936604.1769
MEM 6.664062 1750936604.2774
MEM 6.664062 1750936604.3778
MEM 6.664062 1750936604.4781
MEM 6.664062 1750936604.5790
MEM 6.664062 1750936604.6794
MEM 6.664062 1750936604.7802
MEM 6.664062 1750936604.8811
MEM 6.664062 1750936604.9816
MEM 6.664062 1750936605.0823
MEM 6.664062 1750936605.1829
MEM 6.664062 1750936605.2833
MEM 6.664062 1750936605.3837
MEM 6.664062 1750936605.4853
MEM 6.664062 1750936605.5868
MEM 6.664062 1750936605.6872
MEM 6.664062 1750936605.7877
MEM 6.664062 1750936605.8883
MEM 6.664062 1750936605.9891
MEM 6.664062 1750936606.0895
MEM 6.664062 1750936606.1898
MEM 6.664062 1750936606.2902
MEM 6.664062 1750936606.3908
MEM 6.664062 1750936606.4913
MEM 6.664062 1750936606.5919
MEM 6.664062 1750936606.6925
MEM 6.664062 1750936606.7930
MEM 6.664062 1750936606.8935
MEM 6.664062 1750936606.9938
MEM 6.664062 1750936607.0942
MEM 6.664062 1750936607.1947
MEM 6.664062 1750936607.2950
MEM 6.664062 1750936607.3955
MEM 6.664062 1750936607.4959
MEM 6.664062 1750936607.5964
MEM 6.664062 1750936607.6976
MEM 6.664062 1750936607.7981
MEM 6.664062 1750936607.8988
MEM 6.664062 1750936607.9997
MEM 6.664062 1750936608.1007
MEM 6.664062 1750936608.2014
MEM 6.664062 1750936608.3019
MEM 6.664062 1750936608.4024
MEM 6.664062 1750936608.5032
MEM 6.664062 1750936608.6038
MEM 6.664062 1750936608.7041
MEM 6.664062 1750936608.8050
MEM 6.664062 1750936608.9056
MEM 6.664062 1750936609.0060
MEM 6.664062 1750936609.1064
MEM 6.664062 1750936609.2067
MEM 6.664062 1750936609.3073
MEM 6.664062 1750936609.4078
MEM 6.664062 1750936609.5112
MEM 6.664062 1750936609.6115
MEM 6.664062 1750936609.7120
MEM 6.664062 1750936609.8125
MEM 6.664062 1750936609.9131
MEM 6.664062 1750936610.0136
MEM 6.664062 1750936610.1140
MEM 6.664062 1750936610.2146
MEM 6.664062 1750936610.3152
MEM 6.664062 1750936610.4157
MEM 6.664062 1750936610.5162
MEM 6.664062 1750936610.6170
MEM 6.664062 1750936610.7179
MEM 6.664062 1750936610.8185
MEM 6.664062 1750936610.9194
MEM 6.664062 1750936611.0201
MEM 6.664062 1750936611.1207
MEM 6.664062 1750936611.2216
MEM 6.664062 1750936611.3224
MEM 6.664062 1750936611.4232
MEM 6.664062 1750936611.5239
MEM 6.664062 1750936611.6247
MEM 6.664062 1750936611.7253
MEM 6.664062 1750936611.8259
MEM 6.664062 1750936611.9267
MEM 6.664062 1750936612.0272
MEM 6.664062 1750936612.1279
MEM 6.664062 1750936612.2287
MEM 6.664062 1750936612.3293
MEM 6.664062 1750936612.4299
MEM 6.664062 1750936612.5304
MEM 6.664062 1750936612.6308
MEM 6.664062 1750936612.7316
MEM 6.664062 1750936612.8324
MEM 6.664062 1750936612.9330
MEM 6.664062 1750936613.0338
MEM 6.664062 1750936613.1346
MEM 6.664062 1750936613.2351
MEM 6.664062 1750936613.3360
MEM 6.664062 1750936613.4371
MEM 6.664062 1750936613.5385
MEM 6.664062 1750936613.6388
MEM 6.664062 1750936613.7393
MEM 6.664062 1750936613.8397
MEM 6.664062 1750936613.9406
MEM 6.664062 1750936614.0413
MEM 6.664062 1750936614.1418
MEM 6.664062 1750936614.2428
MEM 6.664062 1750936614.3432
MEM 6.664062 1750936614.4438
MEM 6.664062 1750936614.5447
MEM 6.664062 1750936614.6451
MEM 6.664062 1750936614.7456
MEM 6.664062 1750936614.8461
MEM 6.664062 1750936614.9465
MEM 6.664062 1750936615.0470
MEM 6.664062 1750936615.1479
MEM 6.664062 1750936615.2484
MEM 6.664062 1750936615.3490
MEM 6.664062 1750936615.4496
MEM 6.664062 1750936615.5505
MEM 6.664062 1750936615.6513
MEM 6.664062 1750936615.7520
MEM 6.664062 1750936615.8525
MEM 6.664062 1750936615.9531
MEM 6.664062 1750936616.0538
MEM 6.664062 1750936616.1543
MEM 6.664062 1750936616.2554
MEM 6.664062 1750936616.3559
MEM 6.664062 1750936616.4568
MEM 6.664062 1750936616.5574
MEM 6.664062 1750936616.6578
MEM 6.664062 1750936616.7587
MEM 6.664062 1750936616.8595
MEM 6.664062 1750936616.9600
MEM 6.664062 1750936617.0608
MEM 6.664062 1750936617.1614
MEM 6.664062 1750936617.2623
MEM 6.664062 1750936617.3628
MEM 6.664062 1750936617.4633
MEM 6.664062 1750936617.5639
MEM 6.664062 1750936617.6645
MEM 6.664062 1750936617.7654
MEM 6.664062 1750936617.8661
MEM 6.664062 1750936617.9667
MEM 6.664062 1750936618.0673
MEM 6.664062 1750936618.1681
MEM 6.664062 1750936618.2691
MEM 6.664062 1750936618.3700
MEM 6.664062 1750936618.4710
MEM 6.664062 1750936618.5720
MEM 6.664062 1750936618.6726
MEM 6.664062 1750936618.7731
MEM 6.664062 1750936618.8741
MEM 6.664062 1750936618.9751
MEM 6.664062 1750936619.0758
MEM 6.664062 1750936619.1762
MEM 6.664062 1750936619.2767
MEM 6.664062 1750936619.3776
MEM 6.664062 1750936619.4787
MEM 6.664062 1750936619.5796
MEM 6.664062 1750936619.6806
MEM 6.664062 1750936619.7812
MEM 6.664062 1750936619.8817
MEM 6.664062 1750936619.9825
MEM 6.664062 1750936620.0829
MEM 6.664062 1750936620.1835
MEM 6.664062 1750936620.2844
MEM 6.664062 1750936620.3850
MEM 6.664062 1750936620.4858
MEM 6.664062 1750936620.5863
MEM 6.664062 1750936620.6866
MEM 6.664062 1750936620.7872
MEM 6.664062 1750936620.8878
MEM 6.664062 1750936620.9883
MEM 6.664062 1750936621.0890
MEM 6.664062 1750936621.1896
MEM 6.664062 1750936621.2902
MEM 6.664062 1750936621.3907
MEM 6.664062 1750936621.4913
MEM 6.664062 1750936621.5922
MEM 6.664062 1750936621.6929
MEM 6.664062 1750936621.7934
MEM 6.664062 1750936621.8939
MEM 6.664062 1750936621.9945
MEM 6.664062 1750936622.0950
MEM 6.664062 1750936622.1956
MEM 6.664062 1750936622.2961
MEM 6.664062 1750936622.3967
MEM 6.664062 1750936622.4972
MEM 6.664062 1750936622.5981
MEM 6.664062 1750936622.6994
MEM 6.664062 1750936622.8001
MEM 6.664062 1750936622.9010
MEM 6.664062 1750936623.0020
MEM 6.664062 1750936623.1028
MEM 6.664062 1750936623.2034
MEM 6.664062 1750936623.3043
MEM 6.664062 1750936623.4051
MEM 6.664062 1750936623.5064
MEM 6.664062 1750936623.6073
MEM 6.664062 1750936623.7079
MEM 6.664062 1750936623.8087
MEM 6.664062 1750936623.9095
MEM 6.664062 1750936624.0099
MEM 6.664062 1750936624.1107
MEM 6.664062 1750936624.2114
MEM 6.664062 1750936624.3119
MEM 6.664062 1750936624.4125
MEM 6.664062 1750936624.5132
MEM 6.664062 1750936624.6141
MEM 6.664062 1750936624.7148
MEM 6.664062 1750936624.8157
MEM 6.664062 1750936624.9163
MEM 6.664062 1750936625.0171
MEM 6.664062 1750936625.1179
MEM 6.664062 1750936625.2185
MEM 6.664062 1750936625.3193
MEM 6.664062 1750936625.4200
MEM 6.664062 1750936625.5208
MEM 6.664062 1750936625.6216
MEM 6.664062 1750936625.7224
MEM 6.664062 1750936625.8229
MEM 6.664062 1750936625.9234
MEM 6.664062 1750936626.0243
MEM 6.664062 1750936626.1253
MEM 6.664062 1750936626.2258
MEM 6.664062 1750936626.3266
MEM 6.664062 1750936626.4274
MEM 6.664062 1750936626.5281
MEM 6.664062 1750936626.6290
MEM 6.664062 1750936626.7298
MEM 6.664062 1750936626.8302
MEM 6.664062 1750936626.9309
MEM 6.664062 1750936627.0313
MEM 6.664062 1750936627.1320
MEM 6.664062 1750936627.2327
MEM 6.664062 1750936627.3331
MEM 6.664062 1750936627.4334
MEM 6.664062 1750936627.5340
MEM 6.664062 1750936627.6352
MEM 6.664062 1750936627.7355
MEM 6.664062 1750936627.8363
MEM 6.664062 1750936627.9368
MEM 6.664062 1750936628.0373
MEM 6.664062 1750936628.1384
MEM 6.664062 1750936628.2393
MEM 6.664062 1750936628.3399
MEM 6.664062 1750936628.4406
MEM 6.664062 1750936628.5412
MEM 6.664062 1750936628.6417
MEM 6.664062 1750936628.7425
MEM 6.664062 1750936628.8430
MEM 6.664062 1750936628.9437
MEM 6.664062 1750936629.0442
MEM 6.664062 1750936629.1450
MEM 6.664062 1750936629.2457
MEM 6.664062 1750936629.3461
MEM 6.664062 1750936629.4467
MEM 6.664062 1750936629.5476
MEM 6.664062 1750936629.6481
MEM 6.664062 1750936629.7487
MEM 6.664062 1750936629.8494
MEM 6.664062 1750936629.9500
MEM 6.664062 1750936630.0511
MEM 6.664062 1750936630.1521
MEM 6.664062 1750936630.2526
MEM 6.664062 1750936630.3535
MEM 6.664062 1750936630.4545
MEM 6.664062 1750936630.5552
MEM 6.664062 1750936630.6560
MEM 6.664062 1750936630.7568
MEM 6.664062 1750936630.8576
MEM 6.664062 1750936630.9584
MEM 6.664062 1750936631.0588
MEM 6.664062 1750936631.1593
MEM 6.664062 1750936631.2598
MEM 6.664062 1750936631.3607
MEM 6.664062 1750936631.4611
MEM 6.664062 1750936631.5618
MEM 6.664062 1750936631.6626
MEM 6.664062 1750936631.7633
MEM 6.664062 1750936631.8641
MEM 6.664062 1750936631.9648
MEM 6.664062 1750936632.0657
MEM 6.664062 1750936632.1664
MEM 6.664062 1750936632.2670
MEM 6.664062 1750936632.3678
MEM 6.664062 1750936632.4685
MEM 6.664062 1750936632.5693
MEM 6.664062 1750936632.6699
MEM 6.664062 1750936632.7708
MEM 6.664062 1750936632.8717
MEM 6.664062 1750936632.9724
MEM 6.664062 1750936633.0728
MEM 6.664062 1750936633.1734
MEM 6.664062 1750936633.2742
MEM 6.664062 1750936633.3749
MEM 6.664062 1750936633.4756
MEM 6.664062 1750936633.5763
MEM 6.664062 1750936633.6766
MEM 6.664062 1750936633.7772
MEM 6.664062 1750936633.8779
MEM 6.664062 1750936633.9786
MEM 6.664062 1750936634.0791
MEM 6.664062 1750936634.1800
MEM 6.664062 1750936634.2806
MEM 6.664062 1750936634.3811
MEM 6.664062 1750936634.4820
MEM 6.664062 1750936634.5829
MEM 6.664062 1750936634.6838
MEM 6.664062 1750936634.7845
MEM 6.664062 1750936634.8854
MEM 6.664062 1750936634.9863
MEM 6.664062 1750936635.0871
MEM 6.664062 1750936635.1879
MEM 6.664062 1750936635.2886
MEM 6.664062 1750936635.3893
MEM 6.664062 1750936635.4899
MEM 6.664062 1750936635.5907
MEM 6.664062 1750936635.6911
MEM 6.664062 1750936635.7918
MEM 6.664062 1750936635.8925
MEM 6.664062 1750936635.9933
MEM 6.664062 1750936636.0942
MEM 6.664062 1750936636.1950
MEM 6.664062 1750936636.2959
MEM 6.664062 1750936636.3965
MEM 6.664062 1750936636.4971
MEM 6.664062 1750936636.5976
MEM 6.664062 1750936636.6980
MEM 6.664062 1750936636.7985
MEM 6.664062 1750936636.8990
MEM 6.664062 1750936636.9994
MEM 6.664062 1750936637.1000
MEM 6.664062 1750936637.2004
MEM 6.664062 1750936637.3011
MEM 6.664062 1750936637.4019
MEM 6.664062 1750936637.5024
MEM 6.664062 1750936637.6032
MEM 6.664062 1750936637.7038
MEM 6.664062 1750936637.8048
MEM 6.664062 1750936637.9054
MEM 6.664062 1750936638.0062
MEM 6.664062 1750936638.1070
MEM 6.664062 1750936638.2080
MEM 6.664062 1750936638.3088
MEM 6.664062 1750936638.4094
MEM 6.664062 1750936638.5111
MEM 6.664062 1750936638.6114
MEM 6.664062 1750936638.7120
MEM 6.664062 1750936638.8128
MEM 6.664062 1750936638.9136
MEM 6.664062 1750936639.0142
MEM 6.664062 1750936639.1148
MEM 6.664062 1750936639.2158
MEM 6.664062 1750936639.3163
MEM 6.664062 1750936639.4171
MEM 6.664062 1750936639.5178
MEM 6.664062 1750936639.6183
MEM 6.664062 1750936639.7191
MEM 6.664062 1750936639.8198
MEM 6.664062 1750936639.9207
MEM 6.664062 1750936640.0213
MEM 6.664062 1750936640.1220
MEM 6.664062 1750936640.2226
MEM 6.664062 1750936640.3230
MEM 6.664062 1750936640.4239
MEM 6.664062 1750936640.5249
MEM 6.664062 1750936640.6254
MEM 6.664062 1750936640.7261
MEM 6.664062 1750936640.8267
MEM 6.664062 1750936640.9272
MEM 6.664062 1750936641.0278
MEM 6.664062 1750936641.1283
MEM 6.664062 1750936641.2288
MEM 6.664062 1750936641.3293
MEM 6.664062 1750936641.4300
MEM 6.664062 1750936641.5306
MEM 6.664062 1750936641.6317
MEM 6.664062 1750936641.7321
MEM 6.664062 1750936641.8328
MEM 6.664062 1750936641.9338
MEM 6.664062 1750936642.0347
MEM 6.664062 1750936642.1354
MEM 6.664062 1750936642.2361
MEM 6.664062 1750936642.3372
MEM 6.664062 1750936642.4381
MEM 6.664062 1750936642.5390
MEM 6.664062 1750936642.6397
MEM 6.664062 1750936642.7407
MEM 6.664062 1750936642.8414
MEM 6.664062 1750936642.9420
MEM 6.664062 1750936643.0429
MEM 6.664062 1750936643.1434
MEM 6.664062 1750936643.2440
MEM 6.664062 1750936643.3447
MEM 6.664062 1750936643.4457
MEM 6.664062 1750936643.5461
MEM 6.664062 1750936643.6467
MEM 6.664062 1750936643.7475
MEM 6.664062 1750936643.8483
MEM 6.664062 1750936643.9490
MEM 6.664062 1750936644.0500
MEM 6.664062 1750936644.1507
MEM 6.664062 1750936644.2517
MEM 6.664062 1750936644.3523
MEM 6.664062 1750936644.4533
MEM 6.664062 1750936644.5544
MEM 6.664062 1750936644.6548
MEM 6.664062 1750936644.7557
MEM 6.664062 1750936644.8564
MEM 6.664062 1750936644.9568
MEM 6.664062 1750936645.0572
MEM 6.664062 1750936645.1579
MEM 6.664062 1750936645.2588
MEM 6.664062 1750936645.3594
MEM 6.664062 1750936645.4600
MEM 6.664062 1750936645.5610
MEM 6.664062 1750936645.6618
MEM 6.664062 1750936645.7622
MEM 6.664062 1750936645.8628
MEM 6.664062 1750936645.9633
MEM 6.664062 1750936646.0639
MEM 6.664062 1750936646.1648
MEM 6.664062 1750936646.2658
MEM 6.664062 1750936646.3662
MEM 6.664062 1750936646.4669
MEM 6.664062 1750936646.5676
MEM 6.664062 1750936646.6683
MEM 6.664062 1750936646.7691
MEM 6.664062 1750936646.8699
MEM 6.664062 1750936646.9704
MEM 6.664062 1750936647.0708
MEM 6.664062 1750936647.1724
MEM 6.664062 1750936647.2729
MEM 6.664062 1750936647.3734
MEM 6.664062 1750936647.4741
MEM 6.664062 1750936647.5746
MEM 6.664062 1750936647.6749
MEM 6.664062 1750936647.7759
MEM 6.664062 1750936647.8767
MEM 6.664062 1750936647.9773
MEM 6.664062 1750936648.0779
MEM 6.664062 1750936648.1785
MEM 6.664062 1750936648.2789
MEM 6.664062 1750936648.3797
MEM 6.664062 1750936648.4806
MEM 6.664062 1750936648.5813
MEM 6.664062 1750936648.6820
MEM 6.664062 1750936648.7828
MEM 6.664062 1750936648.8834
MEM 6.664062 1750936648.9843
MEM 6.664062 1750936649.0859
MEM 6.664062 1750936649.1861
MEM 6.664062 1750936649.2866
MEM 6.664062 1750936649.3875
MEM 6.664062 1750936649.4880
MEM 6.664062 1750936649.5887
MEM 6.664062 1750936649.6895
MEM 6.664062 1750936649.7903
MEM 6.664062 1750936649.8910
MEM 6.664062 1750936649.9915
MEM 6.664062 1750936650.0923
MEM 6.664062 1750936650.1929
MEM 6.664062 1750936650.2936
MEM 6.664062 1750936650.3945
MEM 6.664062 1750936650.4954
MEM 6.664062 1750936650.5955
MEM 6.664062 1750936650.6963
MEM 6.664062 1750936650.7968
MEM 6.664062 1750936650.8974
MEM 6.664062 1750936650.9982
MEM 6.664062 1750936651.0990
MEM 6.664062 1750936651.1996
MEM 6.664062 1750936651.3000
MEM 6.664062 1750936651.4006
MEM 6.664062 1750936651.5015
MEM 6.664062 1750936651.6022
MEM 6.664062 1750936651.7028
MEM 6.664062 1750936651.8033
MEM 6.664062 1750936651.9039
MEM 6.664062 1750936652.0045
MEM 6.664062 1750936652.1054
MEM 6.664062 1750936652.2064
MEM 6.664062 1750936652.3072
MEM 6.664062 1750936652.4079
MEM 6.664062 1750936652.5083
MEM 6.664062 1750936652.6091
MEM 6.664062 1750936652.7098
MEM 6.664062 1750936652.8112
MEM 6.664062 1750936652.9117
MEM 6.664062 1750936653.0125
MEM 6.664062 1750936653.1130
MEM 6.664062 1750936653.2136
MEM 6.664062 1750936653.3141
MEM 6.664062 1750936653.4147
MEM 6.664062 1750936653.5158
MEM 6.664062 1750936653.6164
MEM 6.664062 1750936653.7169
MEM 6.664062 1750936653.8173
MEM 6.664062 1750936653.9182
MEM 6.664062 1750936654.0191
MEM 6.664062 1750936654.1199
MEM 6.664062 1750936654.2207
MEM 6.664062 1750936654.3216
MEM 6.664062 1750936654.4221
MEM 6.664062 1750936654.5229
MEM 6.664062 1750936654.6233
MEM 6.664062 1750936654.7239
MEM 6.664062 1750936654.8253
MEM 6.664062 1750936654.9258
MEM 6.664062 1750936655.0263
MEM 6.664062 1750936655.1271
MEM 6.664062 1750936655.2280
MEM 6.664062 1750936655.3290
MEM 6.664062 1750936655.4297
MEM 6.664062 1750936655.5303
MEM 6.664062 1750936655.6313
MEM 6.664062 1750936655.7322
MEM 6.664062 1750936655.8329
MEM 6.664062 1750936655.9338
MEM 6.664062 1750936656.0348
MEM 6.664062 1750936656.1354
MEM 6.664062 1750936656.2361
MEM 6.664062 1750936656.3367
MEM 6.664062 1750936656.4379
MEM 6.664062 1750936656.5387
MEM 6.664062 1750936656.6399
MEM 6.664062 1750936656.7406
