CMDLINE D:\Wrishav\floorOverlay\.venv\Scripts\python.exe .\app.py
MEM 6.699219 1750936938.2641
MEM 6.699219 1750936938.3655
MEM 6.699219 1750936938.4660
MEM 6.699219 1750936938.5669
MEM 6.699219 1750936938.6675
MEM 6.699219 1750936938.7684
MEM 6.699219 1750936938.8688
MEM 6.699219 1750936938.9693
MEM 6.699219 1750936939.0701
MEM 6.699219 1750936939.1708
MEM 6.699219 1750936939.2715
MEM 6.699219 1750936939.3722
MEM 6.699219 1750936939.4729
MEM 6.699219 1750936939.5737
MEM 6.699219 1750936939.6744
MEM 6.699219 1750936939.7750
MEM 6.699219 1750936939.8758
MEM 6.699219 1750936939.9764
MEM 6.699219 1750936940.0768
MEM 6.699219 1750936940.1774
MEM 6.699219 1750936940.2782
MEM 6.699219 1750936940.3787
MEM 6.699219 1750936940.4795
MEM 6.699219 1750936940.5799
MEM 6.699219 1750936940.6808
MEM 6.699219 1750936940.7814
MEM 6.699219 1750936940.8816
MEM 6.699219 1750936940.9824
MEM 6.699219 1750936941.0834
MEM 6.699219 1750936941.1841
MEM 6.699219 1750936941.2849
MEM 6.699219 1750936941.3858
MEM 6.699219 1750936941.4868
MEM 6.699219 1750936941.5877
MEM 6.699219 1750936941.6887
MEM 6.699219 1750936941.7893
MEM 6.699219 1750936941.8902
MEM 6.699219 1750936941.9909
MEM 6.699219 1750936942.0914
MEM 6.699219 1750936942.1921
MEM 6.699219 1750936942.2929
MEM 6.699219 1750936942.3934
MEM 6.699219 1750936942.4938
MEM 6.699219 1750936942.5946
MEM 6.699219 1750936942.6957
MEM 6.699219 1750936942.7965
MEM 6.699219 1750936942.8972
MEM 6.699219 1750936942.9978
MEM 6.699219 1750936943.0987
MEM 6.699219 1750936943.1992
MEM 6.699219 1750936943.3003
MEM 6.699219 1750936943.4010
MEM 6.699219 1750936943.5017
MEM 6.699219 1750936943.6023
MEM 6.699219 1750936943.7031
MEM 6.699219 1750936943.8035
MEM 6.699219 1750936943.9040
MEM 6.699219 1750936944.0047
MEM 6.699219 1750936944.1055
MEM 6.699219 1750936944.2061
MEM 6.699219 1750936944.3068
MEM 6.699219 1750936944.4073
MEM 6.699219 1750936944.5080
MEM 6.699219 1750936944.6097
MEM 6.699219 1750936944.7101
MEM 6.699219 1750936944.8105
MEM 6.699219 1750936944.9110
MEM 6.699219 1750936945.0116
MEM 6.699219 1750936945.1125
MEM 6.699219 1750936945.2128
MEM 6.699219 1750936945.3130
MEM 6.699219 1750936945.4140
MEM 6.699219 1750936945.5150
MEM 6.699219 1750936945.6156
MEM 6.699219 1750936945.7164
MEM 6.699219 1750936945.8183
MEM 6.699219 1750936945.9200
MEM 6.699219 1750936946.0206
MEM 6.699219 1750936946.1211
MEM 6.699219 1750936946.2220
MEM 6.699219 1750936946.3282
MEM 6.699219 1750936946.4332
MEM 6.699219 1750936946.5342
MEM 6.699219 1750936946.6347
MEM 6.699219 1750936946.7350
MEM 6.699219 1750936946.8356
MEM 6.699219 1750936946.9363
MEM 6.699219 1750936947.0381
MEM 6.699219 1750936947.1403
MEM 6.699219 1750936947.2409
MEM 6.699219 1750936947.3414
MEM 6.699219 1750936947.4424
MEM 6.699219 1750936947.5428
MEM 6.699219 1750936947.6433
MEM 6.699219 1750936947.7453
MEM 6.699219 1750936947.8475
MEM 6.699219 1750936947.9494
MEM 6.699219 1750936948.0531
MEM 6.699219 1750936948.1652
MEM 6.699219 1750936948.2700
MEM 6.699219 1750936948.3756
MEM 6.699219 1750936948.4809
MEM 6.699219 1750936948.5855
MEM 6.699219 1750936948.6880
MEM 6.699219 1750936948.7905
MEM 6.699219 1750936948.8912
MEM 6.699219 1750936948.9939
MEM 6.699219 1750936949.0955
MEM 6.699219 1750936949.1967
MEM 6.699219 1750936949.2971
MEM 6.699219 1750936949.3977
MEM 6.699219 1750936949.4983
MEM 6.699219 1750936949.5991
MEM 6.699219 1750936949.6997
MEM 6.699219 1750936949.8005
MEM 6.699219 1750936949.9034
MEM 6.699219 1750936950.0129
MEM 6.699219 1750936950.1146
MEM 6.699219 1750936950.2157
MEM 6.699219 1750936950.3195
MEM 6.699219 1750936950.4313
MEM 6.699219 1750936950.5477
MEM 6.699219 1750936950.6501
MEM 6.699219 1750936950.7507
MEM 6.699219 1750936950.8554
MEM 6.699219 1750936950.9588
MEM 6.699219 1750936951.0594
MEM 6.699219 1750936951.1611
MEM 6.699219 1750936951.2644
MEM 6.699219 1750936951.3679
MEM 6.699219 1750936951.4688
MEM 6.699219 1750936951.5695
MEM 6.699219 1750936951.6698
MEM 6.699219 1750936951.7703
MEM 6.699219 1750936951.8716
MEM 6.699219 1750936951.9725
MEM 6.699219 1750936952.0756
MEM 6.699219 1750936952.1780
MEM 6.699219 1750936952.2792
MEM 6.699219 1750936952.3797
MEM 6.699219 1750936952.4801
MEM 6.699219 1750936952.5806
MEM 6.699219 1750936952.6816
MEM 6.699219 1750936952.7825
MEM 6.699219 1750936952.8862
MEM 6.699219 1750936952.9875
MEM 6.699219 1750936953.0880
MEM 6.699219 1750936953.1889
MEM 6.699219 1750936953.2893
MEM 6.699219 1750936953.3897
MEM 6.699219 1750936953.4904
MEM 6.699219 1750936953.5910
MEM 6.699219 1750936953.6916
MEM 6.699219 1750936953.7920
MEM 6.699219 1750936953.8926
MEM 6.699219 1750936953.9931
MEM 6.699219 1750936954.0937
MEM 6.699219 1750936954.1954
MEM 6.699219 1750936954.2970
MEM 6.699219 1750936954.3974
MEM 6.699219 1750936954.4981
MEM 6.699219 1750936954.5985
MEM 6.699219 1750936954.6990
MEM 6.699219 1750936954.8003
MEM 6.699219 1750936954.9011
MEM 6.699219 1750936955.0018
MEM 6.699219 1750936955.1025
MEM 6.699219 1750936955.2036
MEM 6.699219 1750936955.3053
MEM 6.699219 1750936955.4065
MEM 6.699219 1750936955.5069
MEM 6.699219 1750936955.6073
MEM 6.699219 1750936955.7077
MEM 6.699219 1750936955.8119
MEM 6.699219 1750936955.9127
MEM 6.699219 1750936956.0156
MEM 6.699219 1750936956.1214
MEM 6.699219 1750936956.2239
MEM 6.699219 1750936956.3254
MEM 6.699219 1750936956.4301
MEM 6.699219 1750936956.5379
MEM 6.699219 1750936956.6389
MEM 6.699219 1750936956.7395
MEM 6.699219 1750936956.8401
MEM 6.699219 1750936956.9415
MEM 6.699219 1750936957.0423
MEM 6.699219 1750936957.1426
MEM 6.699219 1750936957.2429
MEM 6.699219 1750936957.3432
MEM 6.699219 1750936957.4440
MEM 6.699219 1750936957.5447
MEM 6.699219 1750936957.6453
MEM 6.699219 1750936957.7460
MEM 6.699219 1750936957.8464
MEM 6.699219 1750936957.9471
MEM 6.699219 1750936958.0476
MEM 6.699219 1750936958.1481
MEM 6.699219 1750936958.2486
MEM 6.699219 1750936958.3494
MEM 6.699219 1750936958.4499
MEM 6.699219 1750936958.5502
MEM 6.699219 1750936958.6506
MEM 6.699219 1750936958.7510
MEM 6.699219 1750936958.8512
MEM 6.699219 1750936958.9518
MEM 6.699219 1750936959.0523
MEM 6.699219 1750936959.1528
MEM 6.699219 1750936959.2532
MEM 6.699219 1750936959.3536
MEM 6.699219 1750936959.4540
MEM 6.699219 1750936959.5542
MEM 6.699219 1750936959.6550
MEM 6.699219 1750936959.7558
MEM 6.699219 1750936959.8564
MEM 6.699219 1750936959.9568
MEM 6.699219 1750936960.0570
MEM 6.699219 1750936960.1575
MEM 6.699219 1750936960.2579
MEM 6.699219 1750936960.3585
MEM 6.699219 1750936960.4590
MEM 6.699219 1750936960.5592
MEM 6.699219 1750936960.6597
MEM 6.699219 1750936960.7600
MEM 6.699219 1750936960.8603
MEM 6.699219 1750936960.9610
MEM 6.699219 1750936961.0616
MEM 6.699219 1750936961.1624
MEM 6.699219 1750936961.2631
MEM 6.699219 1750936961.3635
MEM 6.699219 1750936961.4638
MEM 6.699219 1750936961.5645
MEM 6.699219 1750936961.6648
MEM 6.699219 1750936961.7655
MEM 6.699219 1750936961.8658
MEM 6.699219 1750936961.9665
MEM 6.699219 1750936962.0671
MEM 6.699219 1750936962.1675
MEM 6.699219 1750936962.2681
MEM 6.699219 1750936962.3686
MEM 6.699219 1750936962.4691
MEM 6.699219 1750936962.5698
MEM 6.699219 1750936962.6702
MEM 6.699219 1750936962.7709
MEM 6.699219 1750936962.8711
MEM 6.699219 1750936962.9715
MEM 6.699219 1750936963.0723
MEM 6.699219 1750936963.1728
MEM 6.699219 1750936963.2732
MEM 6.699219 1750936963.3737
MEM 6.699219 1750936963.4741
MEM 6.699219 1750936963.5745
MEM 6.699219 1750936963.6747
MEM 6.699219 1750936963.7752
MEM 6.699219 1750936963.8760
MEM 6.699219 1750936963.9765
MEM 6.699219 1750936964.0772
MEM 6.699219 1750936964.1776
MEM 6.699219 1750936964.2782
MEM 6.699219 1750936964.3787
MEM 6.699219 1750936964.4790
MEM 6.699219 1750936964.5794
MEM 6.699219 1750936964.6798
MEM 6.699219 1750936964.7802
MEM 6.699219 1750936964.8809
MEM 6.699219 1750936964.9816
MEM 6.699219 1750936965.0825
MEM 6.699219 1750936965.1832
MEM 6.699219 1750936965.2836
MEM 6.699219 1750936965.3839
MEM 6.699219 1750936965.4842
MEM 6.699219 1750936965.5846
MEM 6.699219 1750936965.6850
MEM 6.699219 1750936965.7853
MEM 6.699219 1750936965.8860
MEM 6.699219 1750936965.9865
MEM 6.699219 1750936966.0871
MEM 6.699219 1750936966.1874
MEM 6.699219 1750936966.2877
MEM 6.699219 1750936966.3885
MEM 6.699219 1750936966.4889
MEM 6.699219 1750936966.5893
MEM 6.699219 1750936966.6900
MEM 6.699219 1750936966.7903
MEM 6.699219 1750936966.8908
MEM 6.699219 1750936966.9912
MEM 6.699219 1750936967.0918
MEM 6.699219 1750936967.1921
MEM 6.699219 1750936967.2927
MEM 6.699219 1750936967.3930
MEM 6.699219 1750936967.4932
MEM 6.699219 1750936967.5939
MEM 6.699219 1750936967.6942
MEM 6.699219 1750936967.7947
MEM 6.699219 1750936967.8954
MEM 6.699219 1750936967.9960
MEM 6.699219 1750936968.0965
MEM 6.699219 1750936968.1967
MEM 6.699219 1750936968.2973
MEM 6.699219 1750936968.3978
MEM 6.699219 1750936968.4982
MEM 6.699219 1750936968.5987
MEM 6.699219 1750936968.6991
MEM 6.699219 1750936968.7997
MEM 6.699219 1750936968.8999
MEM 6.699219 1750936969.0003
MEM 6.699219 1750936969.1009
MEM 6.699219 1750936969.2016
MEM 6.699219 1750936969.3024
MEM 6.699219 1750936969.4035
MEM 6.699219 1750936969.5054
MEM 6.699219 1750936969.6066
MEM 6.699219 1750936969.7074
MEM 6.699219 1750936969.8081
MEM 6.699219 1750936969.9086
MEM 6.699219 1750936970.0092
MEM 6.699219 1750936970.1114
MEM 6.699219 1750936970.2119
MEM 6.699219 1750936970.3123
MEM 6.699219 1750936970.4157
MEM 6.699219 1750936970.5206
MEM 6.699219 1750936970.6245
MEM 6.699219 1750936970.7275
MEM 6.699219 1750936970.8280
MEM 6.699219 1750936970.9287
MEM 6.699219 1750936971.0291
MEM 6.699219 1750936971.1295
MEM 6.699219 1750936971.2307
MEM 6.699219 1750936971.3315
MEM 6.699219 1750936971.4318
MEM 6.699219 1750936971.5325
MEM 6.699219 1750936971.6331
MEM 6.699219 1750936971.7337
MEM 6.699219 1750936971.8341
MEM 6.699219 1750936971.9347
MEM 6.699219 1750936972.0352
MEM 6.699219 1750936972.1358
MEM 6.699219 1750936972.2365
MEM 6.699219 1750936972.3373
MEM 6.699219 1750936972.4381
MEM 6.699219 1750936972.5389
MEM 6.699219 1750936972.6395
MEM 6.699219 1750936972.7400
MEM 6.699219 1750936972.8406
MEM 6.699219 1750936972.9419
MEM 6.699219 1750936973.0424
MEM 6.699219 1750936973.1429
MEM 6.699219 1750936973.2435
MEM 6.699219 1750936973.3444
MEM 6.699219 1750936973.4447
MEM 6.699219 1750936973.5454
MEM 6.699219 1750936973.6461
MEM 6.699219 1750936973.7464
MEM 6.699219 1750936973.8467
MEM 6.699219 1750936973.9474
MEM 6.699219 1750936974.0479
MEM 6.699219 1750936974.1482
MEM 6.699219 1750936974.2487
MEM 6.699219 1750936974.3490
MEM 6.699219 1750936974.4495
MEM 6.699219 1750936974.5500
MEM 6.699219 1750936974.6505
MEM 6.699219 1750936974.7510
MEM 6.699219 1750936974.8514
MEM 6.699219 1750936974.9527
MEM 6.699219 1750936975.0531
MEM 6.699219 1750936975.1537
MEM 6.699219 1750936975.2540
MEM 6.699219 1750936975.3544
MEM 6.699219 1750936975.4549
MEM 6.699219 1750936975.5555
MEM 6.699219 1750936975.6559
MEM 6.699219 1750936975.7567
MEM 6.699219 1750936975.8572
MEM 6.699219 1750936975.9578
MEM 6.699219 1750936976.0585
MEM 6.699219 1750936976.1590
MEM 6.699219 1750936976.2598
MEM 6.699219 1750936976.3607
MEM 6.699219 1750936976.4614
MEM 6.699219 1750936976.5621
MEM 6.699219 1750936976.6629
MEM 6.699219 1750936976.7637
MEM 6.699219 1750936976.8644
MEM 6.699219 1750936976.9650
MEM 6.699219 1750936977.0681
MEM 6.699219 1750936977.1727
MEM 6.699219 1750936977.2731
MEM 6.699219 1750936977.3737
MEM 6.699219 1750936977.4744
MEM 6.699219 1750936977.5748
MEM 6.699219 1750936977.6752
MEM 6.699219 1750936977.7762
MEM 6.699219 1750936977.8773
MEM 6.699219 1750936977.9778
MEM 6.699219 1750936978.0784
MEM 6.699219 1750936978.1789
MEM 6.699219 1750936978.2793
MEM 6.699219 1750936978.3800
MEM 6.699219 1750936978.4805
MEM 6.699219 1750936978.5812
MEM 6.699219 1750936978.6818
MEM 6.699219 1750936978.7827
MEM 6.699219 1750936978.8832
MEM 6.699219 1750936978.9838
MEM 6.699219 1750936979.0843
MEM 6.699219 1750936979.1850
MEM 6.699219 1750936979.2860
MEM 6.699219 1750936979.3863
MEM 6.699219 1750936979.4874
MEM 6.699219 1750936979.5884
MEM 6.699219 1750936979.6893
MEM 6.699219 1750936979.7898
MEM 6.699219 1750936979.8904
MEM 6.699219 1750936979.9923
MEM 6.699219 1750936980.0940
MEM 6.699219 1750936980.1946
MEM 6.699219 1750936980.2966
MEM 6.699219 1750936980.3974
MEM 6.699219 1750936980.4983
MEM 6.699219 1750936980.5988
MEM 6.699219 1750936980.6994
MEM 6.699219 1750936980.8002
MEM 6.699219 1750936980.9011
MEM 6.699219 1750936981.0021
MEM 6.699219 1750936981.1029
MEM 6.699219 1750936981.2034
MEM 6.699219 1750936981.3047
MEM 6.699219 1750936981.4050
MEM 6.699219 1750936981.5056
MEM 6.699219 1750936981.6063
MEM 6.699219 1750936981.7078
MEM 6.699219 1750936981.8145
MEM 6.699219 1750936981.9153
MEM 6.699219 1750936982.0159
MEM 6.699219 1750936982.1167
MEM 6.699219 1750936982.2173
MEM 6.699219 1750936982.3182
MEM 6.699219 1750936982.4190
MEM 6.699219 1750936982.5194
MEM 6.699219 1750936982.6209
MEM 6.699219 1750936982.7214
MEM 6.699219 1750936982.8224
MEM 6.699219 1750936982.9235
MEM 6.699219 1750936983.0244
MEM 6.699219 1750936983.1248
MEM 6.699219 1750936983.2254
MEM 6.699219 1750936983.3258
MEM 6.699219 1750936983.4269
MEM 6.699219 1750936983.5275
MEM 6.699219 1750936983.6280
MEM 6.699219 1750936983.7287
MEM 6.699219 1750936983.8303
MEM 6.699219 1750936983.9306
MEM 6.699219 1750936984.0311
MEM 6.699219 1750936984.1317
MEM 6.699219 1750936984.2325
MEM 6.699219 1750936984.3329
MEM 6.699219 1750936984.4333
MEM 6.699219 1750936984.5339
MEM 6.699219 1750936984.6344
MEM 6.699219 1750936984.7351
MEM 6.699219 1750936984.8358
MEM 6.699219 1750936984.9364
MEM 6.699219 1750936985.0368
MEM 6.699219 1750936985.1375
MEM 6.699219 1750936985.2383
MEM 6.699219 1750936985.3393
MEM 6.699219 1750936985.4398
MEM 6.699219 1750936985.5403
MEM 6.699219 1750936985.6409
MEM 6.699219 1750936985.7416
MEM 6.699219 1750936985.8424
MEM 6.699219 1750936985.9432
MEM 6.699219 1750936986.0440
MEM 6.699219 1750936986.1444
MEM 6.699219 1750936986.2449
MEM 6.699219 1750936986.3453
MEM 6.699219 1750936986.4463
MEM 6.699219 1750936986.5473
MEM 6.699219 1750936986.6483
MEM 6.699219 1750936986.7490
MEM 6.699219 1750936986.8498
MEM 6.699219 1750936986.9505
MEM 6.699219 1750936987.0513
MEM 6.699219 1750936987.1530
MEM 6.699219 1750936987.2905
MEM 6.699219 1750936987.3915
MEM 6.699219 1750936987.4920
MEM 6.699219 1750936987.5929
MEM 6.699219 1750936987.6938
MEM 6.699219 1750936987.7944
MEM 6.699219 1750936987.8952
MEM 6.699219 1750936987.9960
MEM 6.699219 1750936988.0969
MEM 6.699219 1750936988.1979
MEM 6.699219 1750936988.2986
MEM 6.699219 1750936988.3993
MEM 6.699219 1750936988.5001
MEM 6.699219 1750936988.6007
MEM 6.699219 1750936988.7015
MEM 6.699219 1750936988.8021
MEM 6.699219 1750936988.9025
MEM 6.699219 1750936989.0031
MEM 6.699219 1750936989.1036
MEM 6.699219 1750936989.2042
MEM 6.699219 1750936989.3048
MEM 6.699219 1750936989.4056
MEM 6.699219 1750936989.5064
MEM 6.699219 1750936989.6074
MEM 6.699219 1750936989.7082
MEM 6.699219 1750936989.8089
MEM 6.699219 1750936989.9096
MEM 6.699219 1750936990.0102
MEM 6.699219 1750936990.1106
MEM 6.699219 1750936990.2110
MEM 6.699219 1750936990.3114
MEM 6.699219 1750936990.4120
MEM 6.699219 1750936990.5125
MEM 6.699219 1750936990.6130
MEM 6.699219 1750936990.7135
MEM 6.699219 1750936990.8143
MEM 6.699219 1750936990.9148
MEM 6.699219 1750936991.0155
MEM 6.699219 1750936991.1162
MEM 6.699219 1750936991.2167
MEM 6.699219 1750936991.3170
MEM 6.699219 1750936991.4177
MEM 6.699219 1750936991.5191
MEM 6.699219 1750936991.6199
MEM 6.699219 1750936991.7204
MEM 6.699219 1750936991.8213
MEM 6.699219 1750936991.9217
MEM 6.699219 1750936992.0222
MEM 6.699219 1750936992.1228
MEM 6.699219 1750936992.2234
MEM 6.699219 1750936992.3241
MEM 6.699219 1750936992.4249
MEM 6.699219 1750936992.5255
MEM 6.699219 1750936992.6262
MEM 6.699219 1750936992.7266
MEM 6.699219 1750936992.8271
MEM 6.699219 1750936992.9277
MEM 6.699219 1750936993.0284
MEM 6.699219 1750936993.1289
MEM 6.699219 1750936993.2295
MEM 6.699219 1750936993.3299
MEM 6.699219 1750936993.4307
MEM 6.699219 1750936993.5313
MEM 6.699219 1750936993.6322
MEM 6.699219 1750936993.7328
MEM 6.699219 1750936993.8336
MEM 6.699219 1750936993.9341
MEM 6.699219 1750936994.0349
MEM 6.699219 1750936994.1361
MEM 6.699219 1750936994.2371
MEM 6.699219 1750936994.3376
MEM 6.699219 1750936994.4383
MEM 6.699219 1750936994.5387
MEM 6.699219 1750936994.6394
MEM 6.699219 1750936994.7435
MEM 6.699219 1750936994.8442
MEM 6.699219 1750936994.9449
MEM 6.699219 1750936995.0458
MEM 6.699219 1750936995.1465
MEM 6.699219 1750936995.2473
MEM 6.699219 1750936995.3478
MEM 6.699219 1750936995.4485
MEM 6.699219 1750936995.5496
MEM 6.699219 1750936995.6500
MEM 6.699219 1750936995.7507
MEM 6.699219 1750936995.8510
MEM 6.699219 1750936995.9516
MEM 6.699219 1750936996.0524
MEM 6.699219 1750936996.1527
MEM 6.699219 1750936996.2536
MEM 6.699219 1750936996.3544
MEM 6.699219 1750936996.4549
MEM 6.699219 1750936996.5557
MEM 6.699219 1750936996.6565
MEM 6.699219 1750936996.7572
MEM 6.699219 1750936996.8577
MEM 6.699219 1750936996.9587
MEM 6.699219 1750936997.0591
MEM 6.699219 1750936997.1596
MEM 6.699219 1750936997.2600
MEM 6.699219 1750936997.3606
MEM 6.699219 1750936997.4614
MEM 6.699219 1750936997.5621
MEM 6.699219 1750936997.6628
MEM 6.699219 1750936997.7633
MEM 6.699219 1750936997.8642
MEM 6.699219 1750936997.9649
MEM 6.699219 1750936998.0656
MEM 6.699219 1750936998.1662
MEM 6.699219 1750936998.2671
MEM 6.699219 1750936998.3677
MEM 6.699219 1750936998.4684
MEM 6.699219 1750936998.5690
MEM 6.699219 1750936998.6699
MEM 6.699219 1750936998.7707
MEM 6.699219 1750936998.8711
MEM 6.699219 1750936998.9717
MEM 6.699219 1750936999.0723
MEM 6.699219 1750936999.1730
MEM 6.699219 1750936999.2738
MEM 6.699219 1750936999.3744
MEM 6.699219 1750936999.4757
MEM 6.699219 1750936999.5760
MEM 6.699219 1750936999.6766
MEM 6.699219 1750936999.7773
MEM 6.699219 1750936999.8777
MEM 6.699219 1750936999.9782
MEM 6.699219 1750937000.0787
MEM 6.699219 1750937000.1795
MEM 6.699219 1750937000.2802
MEM 6.699219 1750937000.3807
MEM 6.699219 1750937000.4813
MEM 6.699219 1750937000.5819
MEM 6.699219 1750937000.6825
MEM 6.699219 1750937000.7833
MEM 6.699219 1750937000.8839
MEM 6.699219 1750937000.9852
MEM 6.699219 1750937001.0858
MEM 6.699219 1750937001.1866
MEM 6.699219 1750937001.2870
MEM 6.699219 1750937001.3874
MEM 6.699219 1750937001.4881
MEM 6.699219 1750937001.5887
MEM 6.714844 1750937001.6894
MEM 6.714844 1750937001.7900
MEM 6.714844 1750937001.8906
MEM 6.714844 1750937001.9912
MEM 6.714844 1750937002.0918
MEM 6.714844 1750937002.1924
MEM 6.714844 1750937002.2932
MEM 6.714844 1750937002.3939
MEM 6.714844 1750937002.4944
MEM 6.714844 1750937002.5950
MEM 6.714844 1750937002.6955
MEM 6.714844 1750937002.7958
MEM 6.714844 1750937002.8961
MEM 6.714844 1750937002.9967
MEM 6.714844 1750937003.0972
MEM 6.714844 1750937003.1980
MEM 6.714844 1750937003.2986
MEM 6.714844 1750937003.3990
MEM 6.714844 1750937003.4993
MEM 6.714844 1750937003.5998
MEM 6.714844 1750937003.7006
MEM 6.714844 1750937003.8018
MEM 6.714844 1750937003.9032
MEM 6.714844 1750937004.0056
MEM 6.714844 1750937004.1065
MEM 6.714844 1750937004.2075
MEM 6.714844 1750937004.3080
MEM 6.714844 1750937004.4086
MEM 6.714844 1750937004.5090
MEM 6.714844 1750937004.6094
MEM 6.714844 1750937004.7100
MEM 6.714844 1750937004.8103
MEM 6.714844 1750937004.9106
MEM 6.714844 1750937005.0112
MEM 6.714844 1750937005.1114
MEM 6.714844 1750937005.2120
MEM 6.714844 1750937005.3124
MEM 6.714844 1750937005.4131
MEM 6.714844 1750937005.5137
MEM 6.714844 1750937005.6143
MEM 6.714844 1750937005.7148
MEM 6.714844 1750937005.8153
MEM 6.714844 1750937005.9159
MEM 6.714844 1750937006.0164
MEM 6.714844 1750937006.1167
MEM 6.714844 1750937006.2172
MEM 6.714844 1750937006.3181
MEM 6.714844 1750937006.4189
MEM 6.714844 1750937006.5196
MEM 6.714844 1750937006.6203
MEM 6.714844 1750937006.7208
MEM 6.714844 1750937006.8213
MEM 6.714844 1750937006.9217
MEM 6.714844 1750937007.0222
MEM 6.714844 1750937007.1225
MEM 6.714844 1750937007.2233
MEM 6.714844 1750937007.3237
MEM 6.714844 1750937007.4243
MEM 6.714844 1750937007.5247
MEM 6.714844 1750937007.6251
MEM 6.714844 1750937007.7259
MEM 6.714844 1750937007.8265
MEM 6.714844 1750937007.9271
MEM 6.714844 1750937008.0275
MEM 6.714844 1750937008.1280
MEM 6.714844 1750937008.2287
MEM 6.714844 1750937008.3294
MEM 6.714844 1750937008.4298
MEM 6.714844 1750937008.5306
MEM 6.714844 1750937008.6312
MEM 6.714844 1750937008.7317
MEM 6.714844 1750937008.8324
MEM 6.714844 1750937008.9329
MEM 6.714844 1750937009.0335
MEM 6.714844 1750937009.1340
MEM 6.714844 1750937009.2347
MEM 6.714844 1750937009.3356
MEM 6.714844 1750937009.4360
MEM 6.714844 1750937009.5363
MEM 6.714844 1750937009.6368
MEM 6.714844 1750937009.7373
MEM 6.714844 1750937009.8383
MEM 6.714844 1750937009.9389
MEM 6.714844 1750937010.0398
MEM 6.714844 1750937010.1402
MEM 6.714844 1750937010.2409
MEM 6.714844 1750937010.3413
MEM 6.714844 1750937010.4419
MEM 6.714844 1750937010.5427
MEM 6.714844 1750937010.6431
MEM 6.714844 1750937010.7438
MEM 6.714844 1750937010.8442
MEM 6.714844 1750937010.9447
MEM 6.714844 1750937011.0455
MEM 6.714844 1750937011.1466
MEM 6.714844 1750937011.2469
MEM 6.714844 1750937011.3471
MEM 6.714844 1750937011.4481
MEM 6.714844 1750937011.5487
MEM 6.714844 1750937011.6492
MEM 6.714844 1750937011.7494
MEM 6.714844 1750937011.8501
MEM 6.714844 1750937011.9506
MEM 6.714844 1750937012.0512
MEM 6.714844 1750937012.1517
MEM 6.714844 1750937012.2522
MEM 6.714844 1750937012.3527
MEM 6.714844 1750937012.4534
MEM 6.714844 1750937012.5542
MEM 6.714844 1750937012.6545
MEM 6.714844 1750937012.7549
MEM 6.714844 1750937012.8556
MEM 6.714844 1750937012.9563
MEM 6.714844 1750937013.0569
MEM 6.714844 1750937013.1573
MEM 6.714844 1750937013.2577
MEM 6.714844 1750937013.3583
MEM 6.714844 1750937013.4588
MEM 6.714844 1750937013.5593
MEM 6.714844 1750937013.6598
MEM 6.714844 1750937013.7604
MEM 6.714844 1750937013.8609
MEM 6.714844 1750937013.9615
MEM 6.714844 1750937014.0617
MEM 6.714844 1750937014.1623
MEM 6.714844 1750937014.2628
MEM 6.714844 1750937014.3635
MEM 6.714844 1750937014.4638
MEM 6.714844 1750937014.5642
MEM 6.714844 1750937014.6645
MEM 6.714844 1750937014.7653
MEM 6.714844 1750937014.8661
MEM 6.714844 1750937014.9665
MEM 6.714844 1750937015.0673
MEM 6.714844 1750937015.1677
MEM 6.714844 1750937015.2683
MEM 6.714844 1750937015.3690
MEM 6.714844 1750937015.4693
MEM 6.714844 1750937015.5698
MEM 6.714844 1750937015.6701
MEM 6.714844 1750937015.7705
MEM 6.714844 1750937015.8712
MEM 6.714844 1750937015.9717
MEM 6.714844 1750937016.0720
MEM 6.714844 1750937016.1725
MEM 6.714844 1750937016.2729
MEM 6.714844 1750937016.3737
MEM 6.714844 1750937016.4744
MEM 6.714844 1750937016.5750
MEM 6.714844 1750937016.6756
MEM 6.714844 1750937016.7761
MEM 6.714844 1750937016.8768
MEM 6.714844 1750937016.9773
MEM 6.714844 1750937017.0775
MEM 6.714844 1750937017.1782
MEM 6.714844 1750937017.2787
MEM 6.714844 1750937017.3791
MEM 6.714844 1750937017.4797
MEM 6.714844 1750937017.5801
MEM 6.714844 1750937017.6805
MEM 6.714844 1750937017.7809
MEM 6.714844 1750937017.8816
MEM 6.714844 1750937017.9820
MEM 6.714844 1750937018.0824
MEM 6.714844 1750937018.1831
MEM 6.714844 1750937018.2835
MEM 6.714844 1750937018.3840
MEM 6.714844 1750937018.4847
MEM 6.714844 1750937018.5854
MEM 6.714844 1750937018.6858
MEM 6.714844 1750937018.7861
MEM 6.714844 1750937018.8868
MEM 6.714844 1750937018.9873
MEM 6.714844 1750937019.0877
MEM 6.714844 1750937019.1881
MEM 6.714844 1750937019.2885
MEM 6.714844 1750937019.3890
MEM 6.714844 1750937019.4898
MEM 6.714844 1750937019.5902
MEM 6.714844 1750937019.6907
MEM 6.714844 1750937019.7914
MEM 6.714844 1750937019.8926
MEM 6.714844 1750937019.9932
MEM 6.714844 1750937020.0936
MEM 6.714844 1750937020.1939
MEM 6.714844 1750937020.2944
MEM 6.714844 1750937020.3949
MEM 6.714844 1750937020.4957
MEM 6.714844 1750937020.5961
MEM 6.714844 1750937020.6966
MEM 6.714844 1750937020.7971
MEM 6.714844 1750937020.8976
MEM 6.714844 1750937020.9980
